,author_id,username,author_followers,author_tweets,author_description,author_location,text,created_at,retweets,replies,likes,quote_count,filename
33,1486337130947555328,TvHeadDan,535,419,"555 Unique TV Heads NFT 1/1
Living on Ⱥlgorand Blockchain
https://t.co/z8oBSYmOjl

▶️163/555 Minted◀️",Algorand,b'Hey #algofam ! TV Head Public Shuffle on Discord!Has Started now! (6 July)Mint Price : 30 $Algo12 TV Heads ready to ShuffleJoin Our Discord :https://t.co/2D4wylt1op#Algorand #ALGO #AlgoNFT #AlgoNFTs #AlgorandNFTs #NFTs https://t.co/M12XHn9GwV',2022-07-06 05:24:25+00:00,3,1,9,0,genadroptweets_1_AlgorandNFTs_2.csv
34,846338360226562053,POseze,29,192,,,b'@AlgoKris Here is another Opportunity to Learn Be with Ous in our Educational and Interactive Session!#GreeneryHour #AlgorandNFTs #Algorand #Algofam#AlgorandFoundation',2022-07-06 04:51:52+00:00,1,0,1,0,genadroptweets_1_AlgorandNFTs_2.csv
35,1426472870461407232,The_deltacrew,787,958,"Join the Delta Crew on their weekly mission to explore the galaxy while trying not to kill each other.

NFD - https://t.co/bhFrHZv7qw","Queensland, Australia",b'The Hunt is ONFallen Animated series trailer Soooooon.#animation #Blender3d #b3d #algofam #AlgorandNFTs #Algorand #Mocap #ComingSoon #hunt https://t.co/OOeTfKIZDI',2022-07-06 03:28:57+00:00,7,3,27,0,genadroptweets_1_AlgorandNFTs_2.csv
36,1544508811427418114,immortal_posts,5,1,Cataloguing Greatness,"39.509229, -98.433688","b""Super super stealth #AlgorandNFTs  just dropped Only on #Algogems just 1 Algo, 99 available to own.Only on #Algorand Get one, or don't.#ImmortalPostshttps://t.co/AO16lh9Z7l""",2022-07-06 03:08:59+00:00,0,0,0,0,genadroptweets_1_AlgorandNFTs_2.csv
37,1439416595500179456,RaptorNFT,1179,670,The Crypto Pixel Killer. This collection includes 2500 BrontosEYEs and 500 RaptorEYEs. Our website: https://t.co/YRR6L03eZc,The Raptorverse,b'2000 Algo were awarded to our #BrontosEYE community. It was our way to say thank you for your support. Live shuffle on AlgoxNFT: https://t.co/R3ogx6RtRc Discord: https://t.co/cDB0Ydf7AD#algofam #algonfts #algorand #AlgorandNFTs #NFTs #pixelart #AlgoNFT #NFT https://t.co/fUTvHXWZsb',2022-07-05 22:49:15+00:00,2,0,4,5,genadroptweets_1_AlgorandNFTs_2.csv
38,1697273742,troctzul,3780,11348,They say the pen is mightier than the sword. I'm just a guy with a pen. $Algo $NRPGC #algofam #AlgoNFT #NRPG Discord: https://t.co/P77bBwgAf7,"Loveland, CO","b'Would #algofam be interested in 1/1 Shards of Eternity mints for next #NRPG launch? May be a while still, but this would be an example of the commons. #AlgoNFT #Algorand #AlgorandNFTs https://t.co/48vncJm0AA'",2022-07-05 22:28:23+00:00,1,0,4,0,genadroptweets_1_AlgorandNFTs_2.csv
39,1240906380325851136,charspop28,781,5726,"Family, Eagles, ALGO. In that order. 
 
👻Scoobs328
#GoBirds",Eurmah's House,"b""I can't believe Noone in #AlgoFam has minted this #NFD yethttps://t.co/2dOarR4j6e#AlgoNFTs #AlgorandNFTs #AlgoNFT #Algorand #NFTCommunity""",2022-07-05 22:09:23+00:00,0,0,1,4,genadroptweets_1_AlgorandNFTs_2.csv
40,1530753430289010688,ButtCoinASA,386,1076,https://t.co/PurHMLOCc6 #Algorand. Trading on https://t.co/PXKimbsgFd and https://t.co/idN2t1tY4S. ID- 753137719  https://t.co/xyTLqkv3y4,Your Algo compatible wallet,b'Like &amp; RT original post.This is running for 2 days.#algofam #AlgoNFTs #AlgoNFT #AlgorandNFTs https://t.co/bKOLxGVQVl',2022-07-05 20:51:57+00:00,1,0,2,0,genadroptweets_1_AlgorandNFTs_2.csv
41,1531751442914201602,_surrealphantom,142,169,"Surreal PhȺntom is 1/1 NFT project with 165 pieces on #algorand blockchain
Proud member of #algofam

Shuffle link: https://t.co/RjeSfyLSJH",,"b""Good night #algofam! So here is the first version of Phantom Project's plan scheme.Since I expected to create a build-up project together with the community, you are always welcome to reach me out and join the project according to your expectations.#ALGO #AlgorandNFTs #AlgoNFT https://t.co/E4OZEhHnzt""",2022-07-05 20:32:06+00:00,2,0,4,0,genadroptweets_1_AlgorandNFTs_2.csv
42,1468313663366909966,Monkeys101582,954,2603,https://t.co/z6ES0WVw4q…,,b'first bid 20 algo auction continues this is for great Nft#algofam #Algorand #AlgorandNFTs https://t.co/fx0WuipRyF',2022-07-05 19:59:27+00:00,2,0,3,0,genadroptweets_1_AlgorandNFTs_2.csv
43,1468313663366909966,Monkeys101582,954,2603,https://t.co/z6ES0WVw4q…,,"b'Auction continues #algofam #Algorand  #AlgorandNFTs  family, you can have this amazing piece, thank you for your support by participating in the auction https://t.co/fx0WuipRyF'",2022-07-05 19:46:25+00:00,2,0,3,0,genadroptweets_1_AlgorandNFTs_2.csv
44,1304750196065071104,erarasendriya,465,1582,"Illustrator (Commission Open)
#NftArtist
Business inquiries, please DM

https://t.co/fthwb5k3uL…

https://t.co/keAGW31XDt",United States,b'Butterfly Queen1/1 collection in @_Dartroomchoose your camouflage characterLink https://t.co/yOwP7xOFh7@NFTindonesia_#ALGO #Algorand #algorandnfts #AlgoNFT #AlgoNFTs #algomazing #nftalgo #1of1 #AlgorandNFTs #AlgorandNFT #nftart #NFTdrop https://t.co/ZSK5QBSHbt',2022-07-05 19:23:07+00:00,2,0,6,3,genadroptweets_1_AlgorandNFTs_2.csv
45,1465384920444858369,ennarion,2941,5600,"💎🖐 $Algorand-Exclusive, Influencer 💌🤠😎NFT-Collector, Critic & Friend ✌🏻 💞 Peace and Blessings All 🌈 #AlgoFam #Algorand #AlgoNFTs #NFTs🌎","California, USA",b'So cool!! #AlgoFam #Algorand #AlgorandNFTs https://t.co/G52pPSiD9a',2022-07-05 19:21:59+00:00,0,0,1,0,genadroptweets_1_AlgorandNFTs_2.csv
46,1463982986278359043,Rick13Discord,1277,6229,Super Dad by day 💪…Crypto/NFT enthusiast by night 📈Bam!Bang Ambassador 🐘 Pyrenees Pack Ambassador 🐺,"Omaha, NE",b'Whoa!! Dont miss out on this one! Time to break out my $BISCUITS  #LoyalToThePack #RiskItForTheBiscuit #ALGO #algofam #AlgorandNFTs https://t.co/bH0MXATqaK',2022-07-05 19:18:51+00:00,0,0,2,0,genadroptweets_1_AlgorandNFTs_2.csv
47,1469530363395710980,airforcetuanNFT,605,7795,"NFT anime artist, creator of @80sBabyNFT: https://t.co/tL0Ycn0KD0

My usual account @airforcetuan | Artist in 🇯🇵 |",Tokyo,"b'If you have 425 $ALGO, you can collect @80sBabyNFT #019 !Available on @RandGallery at https://t.co/0C1vWovIJaThanks for checking  #algofam #algorand #AlgoNFTs #AlgoNFT #AlgorandNFTs #animenft #nftanime https://t.co/G8sE0UJUBY'",2022-07-05 18:52:55+00:00,7,0,12,0,genadroptweets_1_AlgorandNFTs_2.csv
48,1517525805986889729,Algogator1,633,1786,"1000 1/1 unique hand-drawn Algorand Ali's emerging from the $Algo Swamps
●https://t.co/tZZrpReu3x
●https://t.co/S4dP4BZZRx
●https://t.co/g7Wemmqd22","Florida, USA",b'Live #drawing #robinhood Part I#nftart #digitalart #NFTCommunity #NFTartist #nftartwork #algofam #AlgoNFT #AlgorandNFTs https://t.co/AL2hsRMX5y',2022-07-05 18:41:42+00:00,12,3,24,1,genadroptweets_1_AlgorandNFTs_2.csv
49,1197757201533698048,PraVinHost,2965,8356,Drop me Follow❤️... Web 3.0  #Waivlength #Design #Graphic, ,b'@WaivToken #Waivlength Beta Very Very Soon... Are you Excited.. ? #Beta #BetaLaunch#waiv #Waivlength #SocialMedia $Waiv #Web3 #Algo #AlgoNFT #algogrand #algofam #ALGO #AlgorandNFTs #SOFI #decentralized #WaivToken@AlgoFoundation https://t.co/TAzEaAvUYX',2022-07-05 18:24:44+00:00,29,9,46,3,genadroptweets_1_AlgorandNFTs_2.csv
50,1515091341876805636,HawkLandnft,425,59,Hawk Land NFT | #Algofam #algo #algorand #AlgoNFT | E&E,United states,b'We come to whisper in your ear while you sleep. Angel Hawks is at work.Coming soon...Link: https://t.co/Ql4EX8MQBE#algofam #algorand #ALGO #ALGONFT #AlgorandNFTs #AlgoNFTs #algofams #nftart #NFT #NFTs #NFTartist #NFTProject #HAWK #angelofdeath https://t.co/P7Rtf1QsyB',2022-07-05 18:08:00+00:00,2,2,9,4,genadroptweets_1_AlgorandNFTs_2.csv
51,1124137997719326725,ErikaMo42313705,770,1928,Family 1st Always ❤️💯,"California, USA",b'Follow #Algorand #algofam #AlgoNFT #AlgorandNFTs #NFTCommunity https://t.co/6v1Wo3zSx9',2022-07-05 17:27:17+00:00,0,0,2,1,genadroptweets_1_AlgorandNFTs_2.csv
52,1517525805986889729,Algogator1,633,1786,"1000 1/1 unique hand-drawn Algorand Ali's emerging from the $Algo Swamps
●https://t.co/tZZrpReu3x
●https://t.co/S4dP4BZZRx
●https://t.co/g7Wemmqd22","Florida, USA",b'HOLDERS GIVEAWAYGatorkeepers head over to the Discord and react to both giveaways to enter.Winner revealed in 24hrs!Good Luck to you all @Gekofam@PoppinPuffins#nftart #NFTGiveaway #nftcollector #algofam #AlgoNFT #AlgorandNFTs https://t.co/eWePPlLG3O',2022-07-05 17:21:01+00:00,6,1,16,2,genadroptweets_1_AlgorandNFTs_2.csv
53,1253033546404425733,TheFalconGuy1,44,214,"Photographer || Nft Creator ||
I love Algorand 🥰❤️❤️","Dhaka, Bangladesh",b'Golden Trumpet Flower.Live Auction Link - https://t.co/kJ4eHBsSi7#Algorand #NFTCommumity #AlgorandNFTs #NFTphotos #ILOVEU #photo #yellowflower #nftart #NFTNYC #NFTGiveaways #AlgoNFT #ALGO https://t.co/djEBUcVZSv',2022-07-05 16:55:11+00:00,1,0,2,0,genadroptweets_1_AlgorandNFTs_2.csv
54,884061924132106241,K999_algo,485,2197,"It's me K999 / $algo / #algofam                              
Discord: K999#6749 / k999wallet.algo 🇨🇵",FleshManGang,b'#K999Promo  @Archi_voxelCYBER PORTAL #2 https://t.co/bYQ8myleumCYBER TOWER COMMUTER https://t.co/GL1nWOoM0w#algofam #algo #algorand #AlgorandNFTs https://t.co/Cl7Mjbt5A6',2022-07-05 16:52:45+00:00,2,1,3,0,genadroptweets_1_AlgorandNFTs_2.csv
55,1512913566159958018,gettingsleepyz,837,1855,shiller sharing blockchain experiences on #VeChain #Algorand #Ravencoin DYOR NFA,Arizona,b'had to grab this piece by @LukinArt_ as I love the drums and this dude looks ready to rock #AlgorandNFTs https://t.co/2f8lM9RRep',2022-07-05 16:01:43+00:00,0,0,0,0,genadroptweets_1_AlgorandNFTs_2.csv
56,1509662093083090956,Legion_NFTS,36,6,"The first (and only) Lemon Legion NFT series minted on the Algorand Blockchain.
Part of the @NFTGroceryGame",,"b'Join the Legion, change the world of #AlgorandNFTs: https://t.co/NFyct5wvNI#ALGORAND #algofam https://t.co/a4S8VtyFFI'",2022-07-05 15:59:44+00:00,1,0,1,0,genadroptweets_1_AlgorandNFTs_2.csv
57,1369053980010176512,PeasantTrader69,108,2614,Attempting to flee the fields of financial slavery. Truth fears no investigation. Not a financial advisor. $xrp $xlm $algo $hbar $flr $trx $xdc $qnt $sgb,Lumbridge,b'More in the #algo #algofam should check out @CryptoTreesASA and their 3d trees nfts. Awesome staking rewards through #algostake #AlgorandNFTs . #trees token rewards through LP pools on @tinymanorg as well. Awesome stuff. You can even choose to swap the trees token to $algo :) https://t.co/oxHDS9jgUj',2022-07-05 15:50:34+00:00,0,0,0,0,genadroptweets_1_AlgorandNFTs_2.csv
58,2227203600,MikeRat_Music,145,13,Bass music producer.  Ableton instructor.  NFT/Crypto nerd.  Lifelong member of the Anbu Black Ops.,Minneapolis,b'Resurrecting this account to start talkin NFTs and crypto on the daily. Shout out to @samuraivia for one of the first in my collection! #NFT #Algorand #AlgorandNFTs #algofam',2022-07-05 15:37:15+00:00,0,2,11,0,genadroptweets_1_AlgorandNFTs_2.csv
59,1495603251823132677,Algodoodle,595,1763,$ALGO governor | $YLDY yeoman | $OPUL optimist | $AKTA avenger | $DEFLY denizen | mngo #2023 | knithead #281,,"b'just minted my 3 wizard kings -- this collection is WL being extended to @algoblintoen holders soon, then public shuffle. follow @dfart2287 for details on when!#Algorand #NFT #AlgorandNFTs https://t.co/WKaiyfmAWD https://t.co/vV6uIlC6cJ'",2022-07-05 15:26:46+00:00,1,2,4,1,genadroptweets_1_AlgorandNFTs_2.csv
